Week Ending,Year,This Week Gross,Potential Gross,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,% Cap This Week
2010-01-10,2010,1539959.0,1566495.0,106.41,300.0,144,721.0,100.0
2010-01-03,2010,2125740.0,1566495.0,146.89,300.0,144,721.0,100.0
2009-12-27,2009,2092745.0,1566495.0,144.61,300.0,144,721.0,100.0
2009-12-20,2009,1604791.0,1566495.0,112.29,300.0,142,911.0,98.75
2009-12-13,2009,1624400.0,1566495.0,112.88,300.0,143,911.0,99.44
2009-12-06,2009,1535600.0,1566495.0,112.1,300.0,136,981.0,94.65
2009-11-29,2009,2086135.0,1566495.0,144.15,300.0,144,721.0,100.0
2009-11-22,2009,1430006.0,1566495.0,107.17,300.0,133,431.0,92.2
2009-11-15,2009,1549328.0,1566495.0,108.12,300.0,143,301.0,99.02
2009-11-08,2009,1511167.0,1566495.0,107.67,300.0,140,351.0,96.98
2009-11-01,2009,1489548.0,1566495.0,104.15,300.0,143,21.0,98.83
2009-10-25,2009,1525772.0,1566495.0,105.73,300.0,144,311.0,99.72
2009-10-18,2009,1554561.0,1566495.0,107.42,300.0,144,721.0,100.0
2009-10-11,2009,1552645.0,1566495.0,107.29,300.0,144,721.0,100.0
2009-10-04,2009,1470532.0,1566495.0,105.06,300.0,139,971.0,96.72
2009-09-27,2009,1481120.0,1566495.0,102.95,300.0,143,871.0,99.41
2009-09-20,2009,1441683.0,1566495.0,101.48,300.0,142,71.0,98.17
2009-09-13,2009,1406548.0,1566495.0,100.68,300.0,139,701.0,96.53
2009-09-06,2009,1549937.0,1566495.0,107.9,300.0,143,641.0,99.25
2009-08-30,2009,1609027.0,1566495.0,111.18,300.0,144,721.0,100.0
2009-08-23,2009,1634843.0,1566495.0,112.97,300.0,144,721.0,100.0
2009-08-16,2009,1645488.0,1566495.0,113.7,300.0,144,721.0,100.0
2009-08-09,2009,1649459.0,1566495.0,113.98,300.0,144,721.0,100.0
2009-08-02,2009,1627239.0,1566495.0,112.44,300.0,144,721.0,100.0
2009-07-26,2009,1632856.0,1566495.0,112.83,300.0,144,721.0,100.0
2009-07-19,2009,1634385.0,1566495.0,112.93,300.0,144,721.0,100.0
2009-07-12,2009,1616649.0,1566495.0,111.71,300.0,144,721.0,100.0
2009-07-05,2009,1573163.0,1566495.0,108.91,300.0,144,451.0,99.81
2009-06-28,2009,1606120.0,1566495.0,110.98,300.0,144,721.0,100.0
2009-06-21,2009,1579549.0,1566495.0,109.15,300.0,144,721.0,100.0
2009-06-14,2009,1572092.0,1566495.0,108.63,300.0,144,721.0,100.0
2009-06-07,2009,1545886.0,1566495.0,106.82,300.0,144,721.0,100.0
2009-05-31,2009,1552347.0,1566495.0,107.27,300.0,144,721.0,100.0
2009-05-24,2009,1416179.0,1409846.0,97.86,300.0,144,721.0,100.0
2009-05-17,2009,1403974.0,1409846.0,97.01,300.0,144,721.0,100.0
2009-05-10,2009,1380171.0,1409846.0,95.81,300.0,144,51.0,99.54
2009-05-03,2009,1384780.0,1409846.0,95.75,300.0,144,621.0,99.93
2009-04-26,2009,1458664.0,1409846.0,101.75,300.0,143,361.0,99.06
2009-04-19,2009,1539124.0,1409846.0,106.35,300.0,144,721.0,100.0
2009-04-12,2009,1524141.0,1409846.0,105.32,300.0,144,721.0,100.0
2009-04-05,2009,1408086.0,1409846.0,99.63,300.0,141,331.0,97.66
2009-03-29,2009,1413721.0,1409846.0,97.69,300.0,144,721.0,100.0
2009-03-22,2009,1444495.0,1409846.0,99.81,300.0,144,721.0,100.0
2009-03-15,2009,1305496.0,1409846.0,91.84,300.0,142,151.0,98.22
2009-03-08,2009,1231466.0,1409846.0,88.38,300.0,139,331.0,96.28
2009-03-01,2009,1241055.0,1409846.0,90.53,300.0,137,91.0,94.73
2009-02-22,2009,1449915.0,1409846.0,100.19,300.0,144,721.0,100.0
2009-02-15,2009,1228776.0,1409846.0,90.72,300.0,135,451.0,93.59
2009-02-08,2009,1169304.0,1409846.0,88.62,300.0,131,941.0,91.17
2009-02-01,2009,1212812.0,1409846.0,88.86,300.0,136,491.0,94.31
2009-01-25,2009,1236816.0,1409846.0,90.94,300.0,136,11.0,93.98
2009-01-18,2009,1302387.0,1409846.0,96.78,300.0,134,571.0,92.99
2009-01-11,2009,1365879.0,1409846.0,96.24,300.0,141,931.0,98.07
2009-01-04,2009,1769489.0,1409846.0,122.27,300.0,144,721.0,100.0
2008-12-28,2008,1803262.0,1409846.0,124.6,300.0,144,721.0,100.0
2008-12-21,2008,1499186.0,1409846.0,103.59,300.0,144,721.0,100.0
2008-12-14,2008,1430967.0,1409846.0,102.27,300.0,139,921.0,96.68
2008-12-07,2008,1402358.0,1409846.0,102.42,300.0,136,921.0,94.61
2008-11-30,2008,1800907.0,1409846.0,124.44,300.0,144,721.0,100.0
2008-11-23,2008,1325394.0,1409846.0,93.91,300.0,141,141.0,97.53
2008-11-16,2008,1305090.0,1409846.0,96.14,300.0,135,751.0,93.8
2008-11-09,2008,1363108.0,1409846.0,99.75,300.0,136,651.0,94.42
2008-11-02,2008,1403819.0,1409846.0,98.48,300.0,142,551.0,98.5
2008-10-26,2008,1418491.0,1409846.0,98.66,300.0,143,771.0,99.34
2008-10-19,2008,1431479.0,1409846.0,98.91,300.0,144,721.0,100.0
2008-10-12,2008,1419612.0,1409846.0,100.32,300.0,141,511.0,97.78
2008-10-05,2008,1402931.0,1409846.0,96.94,300.0,144,721.0,100.0
2008-09-28,2008,1383988.0,1409846.0,97.2,300.0,142,381.0,98.38
2008-09-21,2008,1391903.0,1409846.0,97.68,300.0,142,491.0,98.46
2008-09-14,2008,1351548.0,1409846.0,95.28,300.0,141,851.0,98.02
2008-09-07,2008,1351513.0,1409846.0,95.08,300.0,142,141.0,98.22
2008-08-31,2008,1521795.0,1409846.0,105.15,300.0,144,721.0,100.0
2008-08-24,2008,1511914.0,1409846.0,104.47,300.0,144,721.0,100.0
2008-08-17,2008,1527832.0,1409846.0,105.57,300.0,144,721.0,100.0
2008-08-10,2008,1534964.0,1409846.0,106.06,300.0,144,721.0,100.0
2008-08-03,2008,1533498.0,1409846.0,105.96,300.0,144,721.0,100.0
2008-07-27,2008,1522686.0,1409846.0,105.22,300.0,144,721.0,100.0
2008-07-20,2008,1522706.0,1409846.0,105.22,300.0,144,721.0,100.0
2008-07-13,2008,1513604.0,1409846.0,104.59,300.0,144,721.0,100.0
2008-07-06,2008,1518261.0,1409846.0,104.91,300.0,144,721.0,100.0
2008-06-29,2008,1501368.0,1409846.0,103.74,300.0,144,721.0,100.0
2008-06-22,2008,1475342.0,1409846.0,101.94,300.0,144,721.0,100.0
2008-06-15,2008,1457315.0,1409846.0,100.7,300.0,144,721.0,100.0
2008-06-08,2008,1447560.0,1409846.0,100.02,300.0,144,721.0,100.0
2008-06-01,2008,1432317.0,1409846.0,98.97,300.0,144,721.0,100.0
2008-05-25,2008,1451486.0,1409846.0,100.3,300.0,144,721.0,100.0
2008-05-18,2008,1446047.0,1409846.0,99.92,300.0,144,721.0,100.0
2008-05-11,2008,1434150.0,1409846.0,99.1,300.0,144,721.0,100.0
2008-05-04,2008,1439333.0,1409846.0,99.46,300.0,144,721.0,100.0
2008-04-27,2008,1468682.0,1409846.0,101.48,300.0,144,721.0,100.0
2008-04-20,2008,1507124.0,1409846.0,104.14,300.0,144,721.0,100.0
2008-04-13,2008,1506420.0,1409846.0,104.09,300.0,144,721.0,100.0
2008-04-06,2008,1501041.0,1409846.0,103.72,300.0,144,721.0,100.0
2008-03-30,2008,1544646.0,1409846.0,106.73,300.0,144,721.0,100.0
2008-03-23,2008,1503737.0,1409846.0,103.91,300.0,144,721.0,100.0
2008-03-16,2008,1456447.0,1409846.0,100.64,300.0,144,721.0,100.0
2008-03-09,2008,1378638.0,1409846.0,97.42,300.0,141,521.0,97.79
2008-03-02,2008,1360610.0,1409846.0,94.02,300.0,144,721.0,100.0
2008-02-24,2008,1507849.0,1409846.0,104.19,300.0,144,721.0,100.0
2008-02-17,2008,1363888.0,1409846.0,95.97,300.0,142,111.0,98.2
2008-02-10,2008,1310705.0,1409846.0,92.75,300.0,141,321.0,97.65
2008-02-03,2008,1344206.0,1409846.0,94.21,300.0,142,681.0,98.59
2008-01-27,2008,1343579.0,1409846.0,93.69,300.0,143,411.0,99.09
2008-01-20,2008,1371768.0,1409846.0,98.77,300.0,138,881.0,95.96
2008-01-13,2008,1400269.0,1409846.0,98.74,300.0,141,811.0,97.99
2008-01-06,2008,1494991.0,1409846.0,103.3,300.0,144,721.0,100.0
2007-12-30,2007,1839950.0,1499364.0,127.14,300.0,144,721.0,100.0
2007-12-23,2007,1707129.0,1308816.0,117.96,300.0,144,721.0,100.0
2007-12-16,2007,1449240.0,1308816.0,100.5,300.0,144,201.0,99.64
2007-12-09,2007,1446244.0,1308816.0,99.96,300.0,144,681.0,99.97
2007-12-02,2007,941588.0,818010.0,104.1,300.0,90,451.0,100.0
2007-11-25,2007,0.0,0.0,0.0,300.0,0,,0.0
2007-11-18,2007,0.0,0.0,0.0,300.0,0,,0.0
2007-11-11,2007,852843.0,818010.0,95.37,300.0,89,421.0,98.86
2007-11-04,2007,1335757.0,1308816.0,92.4,300.0,144,561.0,99.89
2007-10-28,2007,1435731.0,1308816.0,99.7,300.0,144,11.0,99.51
2007-10-21,2007,1449978.0,1308816.0,100.32,300.0,144,541.0,99.88
2007-10-14,2007,1433557.0,1308816.0,100.4,300.0,142,781.0,98.66
2007-10-07,2007,1398878.0,1308816.0,98.06,300.0,142,651.0,98.57
2007-09-30,2007,1401662.0,1308816.0,98.41,300.0,142,431.0,98.42
2007-09-23,2007,1405642.0,1308816.0,98.14,300.0,143,231.0,98.97
2007-09-16,2007,1353236.0,1308816.0,95.48,300.0,141,731.0,97.93
2007-09-09,2007,1383807.0,1308816.0,97.61,300.0,141,771.0,97.96
2007-09-02,2007,1480508.0,1308816.0,102.3,300.0,144,721.0,100.0
2007-08-26,2007,1472393.0,1308816.0,101.74,300.0,144,721.0,100.0
2007-08-19,2007,1483860.0,1308816.0,102.53,300.0,144,721.0,100.0
2007-08-12,2007,1492271.0,1308816.0,103.11,300.0,144,721.0,100.0
2007-08-05,2007,1489919.0,1308816.0,102.95,300.0,144,721.0,100.0
2007-07-29,2007,1480955.0,1308816.0,102.33,300.0,144,721.0,100.0
2007-07-22,2007,1472649.0,1308816.0,101.76,300.0,144,721.0,100.0
2007-07-15,2007,1468400.0,1308816.0,101.46,300.0,144,721.0,100.0
2007-07-08,2007,1469948.0,1308816.0,101.57,300.0,144,721.0,100.0
2007-07-01,2007,1455985.0,1308816.0,100.61,300.0,144,721.0,100.0
2007-06-24,2007,1445474.0,1308816.0,99.88,300.0,144,721.0,100.0
2007-06-17,2007,1426820.0,1308816.0,98.59,300.0,144,721.0,100.0
2007-06-10,2007,1401805.0,1308816.0,96.86,300.0,144,721.0,100.0
2007-06-03,2007,1388636.0,1308816.0,95.95,300.0,144,721.0,100.0
2007-05-27,2007,1404241.0,1308816.0,97.03,300.0,144,721.0,100.0
2007-05-20,2007,1389293.0,1308816.0,96.0,300.0,144,721.0,100.0
2007-05-13,2007,1390500.0,1308816.0,96.08,300.0,144,721.0,100.0
2007-05-06,2007,1384931.0,1308816.0,95.7,300.0,144,721.0,100.0
2007-04-29,2007,1389502.0,1308816.0,96.01,300.0,144,721.0,100.0
2007-04-22,2007,1401980.0,1308816.0,96.88,300.0,144,721.0,100.0
2007-04-15,2007,1487336.0,1308816.0,102.77,300.0,144,721.0,100.0
2007-04-08,2007,1467527.0,1308816.0,101.4,300.0,144,721.0,100.0
2007-04-01,2007,1392168.0,1308816.0,96.2,300.0,144,721.0,100.0
2007-03-25,2007,1380917.0,1308816.0,95.42,300.0,144,721.0,100.0
2007-03-18,2007,1388693.0,1308816.0,95.96,300.0,144,721.0,100.0
2007-03-11,2007,1370150.0,1308816.0,94.75,300.0,144,611.0,99.92
2007-03-04,2007,1355906.0,1308816.0,94.25,300.0,143,871.0,99.41
2007-02-25,2007,1452306.0,1308816.0,100.35,300.0,144,721.0,100.0
2007-02-18,2007,1407207.0,1308816.0,98.41,300.0,142,991.0,98.8
2007-02-11,2007,1307183.0,1308816.0,92.14,300.0,141,871.0,98.03
2007-02-04,2007,1314391.0,1308816.0,94.21,300.0,139,511.0,96.4
2007-01-28,2007,1349148.0,1308816.0,94.47,300.0,142,811.0,98.68
2007-01-21,2007,1365614.0,1308816.0,94.79,300.0,144,61.0,99.54
2007-01-14,2007,1408037.0,1308816.0,97.29,300.0,144,721.0,100.0
2007-01-07,2007,1404787.0,1308816.0,97.07,300.0,144,721.0,100.0
2006-12-31,2006,1800310.0,1433160.0,124.4,300.0,144,721.0,100.0
2006-12-24,2006,1681134.0,1155784.0,116.16,300.0,144,721.0,100.0
2006-12-17,2006,1440294.0,1155784.0,99.52,300.0,144,721.0,100.0
2006-12-10,2006,1450534.0,1155784.0,100.23,300.0,144,721.0,100.0
2006-12-03,2006,1413336.0,1155784.0,98.61,300.0,143,331.0,99.04
2006-11-26,2006,1715156.0,1155784.0,118.52,300.0,144,721.0,100.0
2006-11-19,2006,1386066.0,1155784.0,96.64,300.0,143,431.0,99.11
2006-11-12,2006,1402177.0,1155784.0,96.89,300.0,144,721.0,100.0
2006-11-05,2006,1385490.0,1155784.0,96.36,300.0,143,781.0,99.35
2006-10-29,2006,1408440.0,1155784.0,97.32,300.0,144,721.0,100.0
2006-10-22,2006,1412444.0,1155784.0,97.6,300.0,144,721.0,100.0
2006-10-15,2006,1411174.0,1155784.0,97.51,300.0,144,721.0,100.0
2006-10-08,2006,1410150.0,1155784.0,97.44,300.0,144,721.0,100.0
2006-10-01,2006,1383737.0,1155784.0,96.07,300.0,144,31.0,99.52
2006-09-24,2006,1367250.0,1155784.0,95.24,300.0,143,561.0,99.2
2006-09-17,2006,1389174.0,1155784.0,96.32,300.0,144,221.0,99.65
2006-09-10,2006,1376769.0,1155784.0,95.34,300.0,144,401.0,99.78
2006-09-03,2006,1452817.0,1155784.0,100.39,300.0,144,721.0,100.0
2006-08-27,2006,1424998.0,1155784.0,98.47,300.0,144,721.0,100.0
2006-08-20,2006,1446082.0,1155784.0,99.92,300.0,144,721.0,100.0
2006-08-13,2006,1452320.0,1155784.0,100.35,300.0,144,721.0,100.0
2006-08-06,2006,1448975.0,1155784.0,100.12,300.0,144,721.0,100.0
2006-07-30,2006,1443870.0,1155784.0,99.77,300.0,144,721.0,100.0
2006-07-23,2006,1443757.0,1155784.0,99.76,300.0,144,721.0,100.0
2006-07-16,2006,1438835.0,1155784.0,99.42,300.0,144,721.0,100.0
2006-07-09,2006,1438551.0,1155784.0,99.4,300.0,144,721.0,100.0
2006-07-02,2006,1431843.0,1155784.0,98.94,300.0,144,721.0,100.0
2006-06-25,2006,1405687.0,1155784.0,97.13,300.0,144,721.0,100.0
2006-06-18,2006,1365387.0,1155784.0,94.35,300.0,144,721.0,100.0
2006-06-11,2006,1340915.0,1155784.0,92.66,300.0,144,721.0,100.0
2006-06-04,2006,1341770.0,1155784.0,92.71,300.0,144,721.0,100.0
2006-05-28,2006,1350004.0,1155784.0,93.28,300.0,144,721.0,100.0
2006-05-21,2006,1355903.0,1155784.0,93.69,300.0,144,721.0,100.0
2006-05-14,2006,1346016.0,1155784.0,93.01,300.0,144,721.0,100.0
2006-05-07,2006,1331209.0,1155784.0,91.99,300.0,144,721.0,100.0
2006-04-30,2006,1310827.0,1155784.0,90.58,300.0,144,721.0,100.0
2006-04-23,2006,1440426.0,1155784.0,99.53,300.0,144,721.0,100.0
2006-04-16,2006,1454174.0,1155784.0,100.48,240.0,144,721.0,100.0
2006-04-09,2006,1354481.0,1155784.0,93.59,240.0,144,721.0,100.0
2006-04-02,2006,1335008.0,1155784.0,92.25,240.0,144,721.0,100.0
2006-03-26,2006,1341200.0,1155784.0,92.68,240.0,144,721.0,100.0
2006-03-19,2006,1338102.0,1155784.0,92.46,240.0,144,721.0,100.0
2006-03-12,2006,1327886.0,1155784.0,91.76,240.0,144,721.0,100.0
2006-03-05,2006,1327337.0,1155784.0,91.72,240.0,144,721.0,100.0
2006-02-26,2006,1411120.0,1155784.0,97.51,240.0,144,721.0,100.0
2006-02-19,2006,1360859.0,1155784.0,94.39,240.0,144,171.0,99.62
2006-02-12,2006,1315139.0,1155784.0,91.1,240.0,144,361.0,99.75
2006-02-05,2006,1303981.0,1155784.0,91.66,240.0,142,261.0,98.3
2006-01-29,2006,1346750.0,1155784.0,93.06,240.0,144,721.0,100.0
2006-01-22,2006,1336485.0,1155784.0,92.88,240.0,143,901.0,99.43
2006-01-15,2006,1362006.0,1155784.0,94.11,240.0,144,721.0,100.0
2006-01-08,2006,1360955.0,1155784.0,94.04,240.0,144,721.0,100.0
2006-01-01,2006,1610934.0,1155784.0,111.31,240.0,144,721.0,100.0
2005-12-25,2005,1439603.0,1155784.0,99.48,240.0,144,721.0,100.0
2005-12-18,2005,1350164.0,1155784.0,93.29,240.0,144,721.0,100.0
2005-12-11,2005,1345796.0,1155784.0,92.99,240.0,144,721.0,100.0
2005-12-04,2005,1351144.0,1155784.0,93.36,240.0,144,721.0,100.0
2005-11-27,2005,1521159.0,1155784.0,105.11,240.0,144,721.0,100.0
2005-11-20,2005,1317881.0,1155784.0,91.06,240.0,144,721.0,100.0
2005-11-13,2005,1318294.0,1155784.0,91.09,240.0,144,721.0,100.0
2005-11-06,2005,1304041.0,1155784.0,90.11,240.0,144,721.0,100.0
2005-10-30,2005,1291006.0,1155784.0,89.21,240.0,144,721.0,100.0
2005-10-23,2005,1301198.0,1155784.0,89.91,240.0,144,721.0,100.0
2005-10-16,2005,1281947.0,1155784.0,88.58,240.0,144,721.0,100.0
2005-10-09,2005,1305035.0,1155784.0,90.18,240.0,144,721.0,100.0
2005-10-02,2005,1266499.0,1155784.0,87.51,240.0,144,721.0,100.0
2005-09-25,2005,1263292.0,1155784.0,87.29,240.0,144,721.0,100.0
2005-09-18,2005,1249010.0,1155784.0,87.26,240.0,143,141.0,98.91
2005-09-11,2005,1276941.0,1155784.0,88.24,240.0,144,721.0,100.0
2005-09-04,2005,1320047.0,1155784.0,91.21,240.0,144,721.0,100.0
2005-08-28,2005,1317421.0,1155784.0,91.03,240.0,144,721.0,100.0
2005-08-21,2005,1312017.0,1155784.0,90.66,240.0,144,721.0,100.0
2005-08-14,2005,1314515.0,1155784.0,90.83,240.0,144,721.0,100.0
2005-08-07,2005,1312297.0,1155784.0,90.68,240.0,144,721.0,100.0
2005-07-31,2005,1311651.0,1155784.0,90.63,240.0,144,721.0,100.0
2005-07-24,2005,1307492.0,1155784.0,90.35,240.0,144,721.0,100.0
2005-07-17,2005,1297582.0,1155784.0,89.66,240.0,144,721.0,100.0
2005-07-10,2005,1302256.0,1155784.0,89.98,240.0,144,721.0,100.0
2005-07-03,2005,1290478.0,1155784.0,89.17,240.0,144,721.0,100.0
2005-06-26,2005,1265311.0,1155784.0,87.43,240.0,144,721.0,100.0
2005-06-19,2005,1267274.0,1155784.0,87.57,240.0,144,721.0,100.0
2005-06-12,2005,1265536.0,1155784.0,87.45,240.0,144,721.0,100.0
2005-06-05,2005,1249964.0,1155784.0,86.37,240.0,144,721.0,100.0
2005-05-29,2005,1255567.0,1155784.0,86.76,240.0,144,721.0,100.0
2005-05-22,2005,1243774.0,1155784.0,85.94,240.0,144,721.0,100.0
2005-05-15,2005,1246462.0,1155784.0,86.13,240.0,144,721.0,100.0
2005-05-08,2005,1230678.0,1155784.0,85.04,240.0,144,721.0,100.0
2005-05-01,2005,1255997.0,1155784.0,86.79,240.0,144,721.0,100.0
2005-04-24,2005,1215733.0,1155784.0,84.01,240.0,144,721.0,100.0
2005-04-17,2005,1203281.0,1155784.0,83.15,240.0,144,721.0,100.0
2005-04-10,2005,1201309.0,1155784.0,83.01,240.0,144,721.0,100.0
2005-04-03,2005,1261177.0,1155784.0,87.15,240.0,144,721.0,100.0
2005-03-27,2005,1211713.0,1155784.0,83.73,240.0,144,721.0,100.0
2005-03-20,2005,1202076.0,1155784.0,83.06,240.0,144,721.0,100.0
2005-03-13,2005,1210505.0,1155784.0,83.64,240.0,144,721.0,100.0
2005-03-06,2005,1211643.0,1155784.0,83.72,240.0,144,721.0,100.0
2005-02-27,2005,1269846.0,1155784.0,87.75,240.0,144,721.0,100.0
2005-02-20,2005,1241283.0,1155784.0,85.77,240.0,144,721.0,100.0
2005-02-13,2005,1200119.0,1155784.0,83.34,240.0,144,1.0,99.5
2005-02-06,2005,1203023.0,1155784.0,83.64,240.0,143,841.0,99.39
2005-01-30,2005,1226773.0,1155784.0,84.77,240.0,144,721.0,100.0
2005-01-23,2005,1232405.0,1155784.0,85.16,240.0,144,721.0,100.0
2005-01-16,2005,1246349.0,1155784.0,86.12,240.0,144,721.0,100.0
2005-01-09,2005,1258911.0,1155784.0,86.99,240.0,144,721.0,100.0
2005-01-02,2005,1276328.0,1155784.0,88.19,240.0,144,721.0,100.0
2004-12-26,2004,1266203.0,1155784.0,87.49,240.0,144,721.0,100.0
2004-12-19,2004,1241941.0,1155784.0,85.82,240.0,144,721.0,100.0
2004-12-12,2004,1228233.0,1155784.0,84.87,240.0,144,721.0,100.0
2004-12-05,2004,1215046.0,1155784.0,83.96,240.0,144,721.0,100.0
2004-11-28,2004,1274459.0,1155784.0,88.06,240.0,144,721.0,100.0
2004-11-21,2004,1212075.0,1155784.0,83.75,240.0,144,721.0,100.0
2004-11-14,2004,1196397.0,1155784.0,82.67,240.0,144,721.0,100.0
2004-11-07,2004,1196658.0,1155784.0,82.69,240.0,144,721.0,100.0
2004-10-31,2004,1195979.0,1155784.0,82.64,240.0,144,721.0,100.0
2004-10-24,2004,1185795.0,1155784.0,81.94,240.0,144,721.0,100.0
2004-10-17,2004,1180266.0,1155784.0,81.56,240.0,144,721.0,100.0
2004-10-10,2004,1202536.0,1155784.0,83.09,240.0,144,721.0,100.0
2004-10-03,2004,1178866.0,1155784.0,81.46,240.0,144,721.0,100.0
2004-09-26,2004,1172291.0,1155784.0,81.0,240.0,144,721.0,100.0
2004-09-19,2004,1165487.0,1155784.0,81.87,240.0,142,361.0,98.37
2004-09-12,2004,1192471.0,1155784.0,82.4,240.0,144,721.0,100.0
2004-09-05,2004,1211753.0,1155784.0,83.73,240.0,144,721.0,100.0
2004-08-22,2004,1201761.0,1155784.0,83.04,240.0,144,721.0,100.0
2004-08-15,2004,1190775.0,1155784.0,82.28,240.0,144,721.0,100.0
2004-08-08,2004,1187804.0,1155784.0,82.08,240.0,144,721.0,100.0
2004-08-01,2004,1174985.0,1130121.0,82.84,240.0,141,841.0,100.0
2004-07-25,2004,1172927.0,1130121.0,82.69,240.0,141,841.0,100.0
2004-07-18,2004,1166136.0,1130121.0,82.21,240.0,141,841.0,100.0
2004-07-11,2004,1142433.0,1130121.0,80.54,240.0,141,841.0,100.0
2004-07-04,2004,1142867.0,1130121.0,80.57,240.0,141,841.0,100.0
2004-06-27,2004,1135355.0,1130121.0,80.04,240.0,141,841.0,100.0
2004-06-20,2004,1124528.0,1130121.0,79.28,240.0,141,841.0,100.0
2004-06-13,2004,1270693.0,1277673.0,79.63,240.0,159,571.0,100.0
2004-06-06,2004,953935.0,986458.0,76.86,240.0,124,111.0,100.0
2004-05-30,2004,1107202.0,1130121.0,78.06,240.0,141,841.0,100.0
2004-05-23,2004,1106282.0,1130121.0,78.0,240.0,141,841.0,100.0
2004-05-16,2004,1080711.0,1130121.0,76.19,240.0,141,841.0,100.0
2004-05-09,2004,1092029.0,1130121.0,77.16,240.0,141,531.0,99.78
2004-05-02,2004,1065341.0,1130121.0,75.11,240.0,141,841.0,100.0
2004-04-25,2004,1082387.0,1130121.0,76.31,240.0,141,841.0,100.0
2004-04-18,2004,1104830.0,1130121.0,77.89,240.0,141,841.0,100.0
2004-04-11,2004,1134594.0,1130121.0,79.99,240.0,141,841.0,100.0
2004-04-04,2004,1101014.0,1130121.0,77.62,240.0,141,841.0,100.0
2004-03-28,2004,1070189.0,1130121.0,75.45,240.0,141,841.0,100.0
2004-03-21,2004,1081471.0,1130121.0,76.25,240.0,141,841.0,100.0
2004-03-14,2004,1064717.0,1130121.0,75.06,240.0,141,841.0,100.0
2004-03-07,2004,956417.0,1130121.0,72.62,240.0,131,701.0,92.85
2004-02-29,2004,1010324.0,1130121.0,73.32,240.0,137,791.0,97.14
2004-02-22,2004,1064731.0,1130121.0,75.07,240.0,141,841.0,100.0
2004-02-15,2004,1001323.0,1130121.0,73.36,240.0,136,491.0,96.23
2004-02-08,2004,944793.0,1130121.0,69.11,240.0,136,711.0,96.38
2004-02-01,2004,951831.0,1130121.0,70.03,240.0,135,911.0,95.82
2004-01-25,2004,1004090.0,1130121.0,74.45,240.0,134,871.0,95.09
2004-01-18,2004,1013453.0,1130121.0,75.07,240.0,135,11.0,95.18
2004-01-11,2004,1018069.0,1130121.0,75.07,240.0,135,611.0,95.61
2004-01-04,2004,1188937.0,1130121.0,83.82,100.0,141,841.0,100.0
2003-12-28,2003,1182972.0,1130121.0,83.4,100.0,141,841.0,100.0
2003-12-21,2003,1042819.0,1130121.0,76.38,100.0,136,531.0,96.26
2003-12-14,2003,1023594.0,1130121.0,75.72,100.0,135,181.0,95.3
2003-12-07,2003,1010245.0,1130121.0,75.83,100.0,133,231.0,93.93
2003-11-30,2003,1121308.0,1130121.0,79.05,100.0,141,841.0,100.0
2003-11-23,2003,886753.0,1130121.0,64.97,100.0,136,481.0,96.22
2003-11-16,2003,926289.0,1130121.0,66.75,100.0,138,781.0,97.84
2003-11-09,2003,892085.0,1130121.0,66.06,100.0,135,51.0,95.21
2003-11-02,2003,799286.0,1130121.0,63.55,100.0,125,771.0,88.67
2003-10-26,2003,732199.0,986458.0,59.47,100.0,123,131.0,99.21
2003-10-19,2003,821248.0,1130121.0,59.92,100.0,137,51.0,96.62
2003-10-12,2003,662666.0,858516.0,63.0,100.0,105,191.0,98.88
