Week Ending,Year,This Week Gross,Potential Gross,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,% Cap This Week
2016-09-25,2016,1285548.0,1779845.0,109.51,240.0,117,391.0,81.21
2016-09-18,2016,1500093.5,1779845.0,97.78,240.0,153,411.0,99.57
2016-09-11,2016,1393167.5,1779845.0,94.04,240.0,148,141.0,99.21
2016-09-04,2016,1408374.0,1779845.0,116.2,240.0,121,201.0,83.84
2016-08-28,2016,1458862.0,1779845.0,121.98,240.0,119,601.0,82.73
2016-08-21,2016,1575605.0,1779845.0,124.78,240.0,126,271.0,87.35
2016-08-14,2016,1779664.0,1779845.0,128.92,240.0,138,41.0,95.49
2016-08-07,2016,1927412.0,2002326.0,126.02,240.0,152,951.0,94.05
2016-07-31,2016,1899742.0,1779845.0,131.16,240.0,144,841.0,97.0
2016-07-24,2016,1896987.0,1779845.0,130.03,240.0,145,891.0,97.7
2016-07-17,2016,1780497.0,1779845.0,127.46,240.0,139,691.0,96.63
2016-07-10,2016,1758107.0,1779845.0,132.6,240.0,132,591.0,91.72
2016-07-03,2016,1863121.0,1779845.0,134.29,240.0,138,741.0,95.97
2016-06-26,2016,1969159.0,1779845.0,134.61,240.0,146,291.0,97.97
2016-06-19,2016,1818372.0,1779845.0,129.75,240.0,140,141.0,96.94
2016-06-12,2016,1859038.0,1779845.0,128.12,240.0,145,101.0,97.17
2016-06-05,2016,1684817.0,1779845.0,126.96,240.0,132,701.0,91.8
2016-05-29,2016,1744424.0,1779845.0,127.33,240.0,137,1.0,94.77
2016-05-22,2016,1673967.0,1779845.0,117.82,240.0,142,81.0,98.28
2016-05-15,2016,1478453.0,1779845.0,112.37,240.0,131,571.0,91.01
2016-05-08,2016,1474349.0,1779845.0,116.17,240.0,126,911.0,87.79
2016-05-01,2016,1625910.0,1779845.0,118.22,240.0,137,531.0,95.14
2016-04-24,2016,1660014.0,1779845.0,120.2,240.0,138,101.0,95.53
2016-04-17,2016,1612361.0,1779845.0,118.23,240.0,136,371.0,94.33
2016-04-10,2016,1676579.0,1779845.0,118.54,240.0,141,431.0,97.83
2016-04-03,2016,2215826.0,1779845.0,147.54,240.0,150,181.0,97.47
2016-03-27,2016,2532613.0,2002325.5,149.5,240.0,169,401.0,97.73
2016-03-20,2016,1934807.0,1779845.0,127.07,240.0,152,261.0,98.82
2016-03-13,2016,1662470.0,1779845.0,117.88,240.0,141,31.0,97.56
2016-03-06,2016,1337007.0,1779845.0,108.98,240.0,122,681.0,84.86
2016-02-28,2016,1295960.0,1779845.0,107.5,240.0,120,551.0,83.39
2016-02-21,2016,1747324.0,1779845.0,117.76,240.0,148,381.0,99.37
2016-02-14,2016,1695452.5,1779845.0,120.59,240.0,140,601.0,97.26
2016-02-07,2016,1429695.5,1779845.0,98.21,240.0,145,571.0,97.49
2016-01-31,2016,1469621.5,1779845.0,101.77,240.0,144,401.0,99.89
2016-01-24,2016,983150.0,1334883.7,94.76,240.0,103,751.0,95.69
2016-01-17,2016,1590318.0,1779845.0,118.4,240.0,134,321.0,92.92
2016-01-10,2016,1552322.0,1779845.0,118.29,240.0,131,231.0,90.78
2016-01-03,2016,2940096.0,2002326.0,171.75,240.0,171,191.0,98.76
2015-12-27,2015,2400920.0,1779845.0,162.25,240.0,147,981.0,99.1
2015-12-20,2015,1903218.0,1779845.0,134.06,240.0,141,971.0,98.21
2015-12-13,2015,1732290.0,1779845.0,124.38,240.0,139,271.0,96.34
2015-11-29,2015,2290873.0,2002326.0,151.72,240.0,150,991.0,92.84
2015-11-22,2015,1508157.0,1779845.0,116.63,240.0,129,311.0,89.45
2015-11-15,2015,1646787.0,1779845.0,115.06,240.0,143,121.0,99.0
2015-11-08,2015,1583873.0,1779845.0,116.98,240.0,135,401.0,93.66
2015-11-01,2015,1346650.0,1779845.0,109.24,240.0,123,271.0,85.27
2015-10-25,2015,1621057.0,1779845.0,116.96,240.0,138,601.0,95.88
2015-10-18,2015,1720707.0,1779845.0,117.65,240.0,146,261.0,96.41
2015-10-11,2015,1765268.0,1779845.0,123.62,240.0,142,801.0,98.78
2015-10-04,2015,1454570.0,1779845.0,112.16,240.0,129,691.0,89.71
2015-09-27,2015,1426156.0,1779845.0,109.01,240.0,130,831.0,90.5
2015-09-20,2015,1570535.0,1779845.0,103.0,240.0,152,481.0,98.96
2015-09-13,2015,1472236.0,1779845.0,101.05,240.0,145,701.0,94.56
2015-09-06,2015,1560536.0,1779845.0,120.79,240.0,129,201.0,89.37
2015-08-30,2015,1492152.0,1779845.0,120.98,240.0,123,341.0,85.32
2015-08-23,2015,1751974.0,1779845.0,125.93,240.0,139,121.0,93.17
2015-08-16,2015,1913037.0,1779845.0,128.87,240.0,148,451.0,97.1
2015-08-09,2015,1980056.0,1779845.0,131.38,240.0,150,711.0,97.81
2015-08-02,2015,2118401.0,2002326.0,130.97,240.0,161,751.0,93.95
2015-07-26,2015,2002632.0,1779845.0,131.74,240.0,152,11.0,98.66
2015-07-19,2015,2167815.0,2057460.0,128.92,240.0,168,151.0,97.67
2015-07-12,2015,1900091.0,1779845.0,129.0,240.0,147,291.0,96.34
2015-07-05,2015,1864235.0,1779845.0,126.54,240.0,147,321.0,96.36
2015-06-28,2015,2047143.0,1779845.0,134.9,240.0,151,751.0,98.49
2015-06-21,2015,1947674.0,1856005.0,127.04,240.0,153,311.0,99.5
2015-06-14,2015,1954144.0,1856005.0,127.46,240.0,153,321.0,99.51
2015-06-07,2015,1737141.0,1779845.0,122.09,240.0,142,281.0,98.42
2015-05-31,2015,1670922.0,1779845.0,120.82,240.0,138,301.0,95.67
2015-05-24,2015,1776153.0,1856005.0,117.2,240.0,151,551.0,98.36
2015-05-17,2015,1601725.0,1779845.0,114.75,225.0,139,591.0,96.56
2015-05-10,2015,1469322.0,1779845.0,112.45,225.0,130,671.0,90.39
2015-05-03,2015,1387456.0,1779845.0,110.89,225.0,125,121.0,86.6
2015-04-26,2015,1740459.0,1836965.0,117.15,225.0,148,571.0,96.42
2015-04-19,2015,1655749.0,1836965.0,117.72,225.0,140,651.0,92.73
2015-04-12,2015,2181861.0,2228550.0,148.65,225.0,146,781.0,96.01
2015-04-05,2015,2358372.0,2521845.0,148.73,225.0,158,571.0,91.48
2015-03-29,2015,1872149.0,1681127.0,128.19,225.0,146,41.0,94.78
2015-03-22,2015,1855247.0,1681127.0,121.94,225.0,152,141.0,98.74
2015-03-15,2015,1818766.0,1681127.0,121.06,225.0,150,241.0,97.51
2015-03-08,2015,1352213.0,1681127.0,108.55,300.0,124,571.0,86.08
2015-03-01,2015,1204467.0,1681127.0,101.17,300.0,119,51.0,82.26
2015-02-22,2015,1646631.0,1681127.0,111.48,300.0,147,711.0,96.52
2015-02-15,2015,1586692.0,1681127.0,126.1,300.0,125,831.0,86.95
2015-02-08,2015,1262017.0,1681127.0,102.89,300.0,122,661.0,84.76
2015-02-01,2015,1291035.0,1681127.0,100.63,300.0,128,291.0,88.65
2015-01-25,2015,1500725.0,1681127.0,105.42,300.0,142,361.0,98.37
2015-01-18,2015,1684664.0,1681127.0,117.73,300.0,143,101.0,98.88
2015-01-11,2015,1593224.0,1681127.0,117.23,300.0,135,911.0,93.91
2015-01-04,2015,2740642.0,1681127.0,177.93,300.0,154,31.0,99.86
2014-12-28,2014,2903309.0,1891268.0,178.59,300.0,162,571.0,99.85
2014-12-21,2014,1986719.0,1681127.0,139.09,300.0,142,841.0,98.7
2014-12-14,2014,1746037.0,1681127.0,128.82,300.0,135,541.0,93.66
2014-12-07,2014,1814918.0,1681127.0,130.06,300.0,139,541.0,96.42
2014-11-30,2014,2432132.0,1891268.0,154.78,300.0,157,141.0,96.52
2014-11-23,2014,1452509.0,1681127.0,114.64,300.0,126,701.0,87.55
2014-11-16,2014,1361772.0,1681127.0,110.87,300.0,122,831.0,84.87
2014-11-09,2014,1621169.0,1681127.0,119.87,300.0,135,241.0,93.45
2014-11-02,2014,1329813.0,1681127.0,109.93,300.0,120,971.0,83.59
2014-10-26,2014,1489079.0,1681127.0,112.32,300.0,132,581.0,91.61
2014-10-19,2014,1680849.0,1681127.0,116.4,300.0,144,401.0,99.78
2014-10-12,2014,1806175.0,1681127.0,122.74,300.0,147,151.0,96.15
2014-10-05,2014,1406222.0,1681127.0,106.25,300.0,132,351.0,91.45
2014-09-28,2014,1386090.0,1681127.0,107.26,300.0,129,231.0,89.3
2014-09-21,2014,1356354.0,1681127.0,106.85,300.0,126,941.0,87.71
2014-09-14,2014,1462840.0,1681127.0,101.93,300.0,143,521.0,99.17
2014-09-07,2014,1340668.0,1681127.0,99.26,300.0,135,71.0,93.33
2014-08-31,2014,1708228.0,1681127.0,124.44,300.0,137,271.0,94.85
2014-08-24,2014,1795268.0,1681127.0,127.53,300.0,140,771.0,97.27
2014-08-17,2014,2026702.0,1891268.0,128.51,300.0,157,711.0,94.11
2014-08-10,2014,2059477.0,1681127.0,133.73,300.0,154,1.0,99.84
2014-08-03,2014,2181109.0,1891268.0,130.25,300.0,167,461.0,97.21
2014-07-27,2014,2012891.0,1681127.0,130.51,0.0,154,231.0,99.99
2014-07-20,2014,1966367.0,1681127.0,127.89,300.0,153,751.0,99.68
2014-07-13,2014,1936778.0,1681127.0,129.0,300.0,150,141.0,97.34
2014-07-06,2014,1988092.0,1681127.0,129.21,300.0,153,871.0,99.76
2014-06-29,2014,2107598.0,1681127.0,137.27,300.0,153,541.0,99.55
2014-06-22,2014,2027347.0,1681127.0,131.44,300.0,154,241.0,100.0
2014-06-15,2014,1969827.0,1681127.0,128.99,300.0,152,711.0,99.01
2014-06-08,2014,1924272.0,1681127.0,126.64,300.0,151,951.0,98.52
2014-06-01,2014,1804729.0,1681127.0,123.02,300.0,146,701.0,96.61
2014-05-25,2014,1881975.0,1681127.0,122.88,300.0,153,161.0,99.3
2014-05-18,2014,1755218.0,1681127.0,116.73,300.0,150,361.0,97.48
2014-05-11,2014,1736317.0,1681127.0,118.03,300.0,147,111.0,96.88
2014-05-04,2014,1732110.0,1681127.0,116.17,300.0,149,101.0,97.43
2014-04-27,2014,2074749.0,1681127.0,144.89,300.0,143,201.0,98.95
2014-04-20,2014,2769554.0,1891268.0,159.61,300.0,173,521.0,100.0
2014-04-13,2014,1930362.0,1681127.0,126.37,300.0,152,751.0,99.03
2014-04-06,2014,1806067.0,1681127.0,121.2,300.0,149,11.0,98.14
2014-03-30,2014,1946536.0,1681127.0,126.21,300.0,154,231.0,99.99
2014-03-23,2014,1874352.0,1681127.0,122.36,300.0,153,181.0,99.31
2014-03-16,2014,1861649.0,1681127.0,126.76,300.0,146,861.0,97.49
2014-03-09,2014,1667093.0,1681127.0,112.78,300.0,147,821.0,97.35
2014-03-02,2014,1539830.0,1681127.0,101.06,300.0,152,371.0,98.79
2014-02-23,2014,1765925.0,1681127.0,116.63,300.0,151,411.0,99.72
2014-02-16,2014,1803846.0,1681127.0,130.62,300.0,138,101.0,95.43
2014-02-09,2014,1493721.0,1681127.0,106.76,300.0,139,921.0,96.68
2014-02-02,2014,1403247.0,1681127.0,101.61,300.0,138,101.0,95.43
2014-01-26,2014,1598920.0,1681127.0,106.28,300.0,150,441.0,98.3
2014-01-19,2014,1749967.0,1681127.0,122.61,300.0,142,731.0,98.62
2014-01-12,2014,1679996.0,1681127.0,115.38,300.0,145,611.0,97.39
2014-01-05,2014,2454630.0,1998424.0,159.14,300.0,154,241.0,100.0
2013-12-29,2013,3201333.0,2651487.0,184.49,300.0,173,521.0,100.0
2013-12-22,2013,2153098.0,1681127.0,148.63,300.0,144,861.0,96.88
2013-12-15,2013,1971945.0,1681127.0,131.39,300.0,150,81.0,98.84
2013-12-08,2013,2036322.0,1681127.0,133.43,300.0,152,611.0,99.72
2013-12-01,2013,2625327.0,1891268.0,157.41,300.0,166,781.0,98.15
2013-11-24,2013,1632849.0,1681127.0,121.41,300.0,134,491.0,92.93
2013-11-17,2013,1587882.0,1681127.0,116.07,300.0,136,811.0,94.53
2013-11-10,2013,1864819.0,1681127.0,122.89,300.0,151,751.0,99.94
2013-11-03,2013,1736957.0,1681127.0,120.02,300.0,144,721.0,100.0
2013-10-27,2013,1693555.0,1681127.0,118.28,300.0,143,181.0,98.94
2013-10-20,2013,1719816.0,1681127.0,120.64,300.0,142,561.0,98.51
2013-10-13,2013,1874654.0,1681127.0,129.91,300.0,144,301.0,99.71
2013-10-06,2013,1543608.0,1681127.0,115.82,300.0,133,281.0,92.1
2013-09-29,2013,1467774.0,1681127.0,113.58,300.0,129,231.0,89.3
2013-09-22,2013,1471059.0,1681127.0,113.27,300.0,129,871.0,89.74
2013-09-15,2013,1452909.0,1681127.0,103.82,300.0,139,951.0,96.7
2013-09-08,2013,1373885.0,1681127.0,103.0,300.0,133,391.0,92.17
2013-09-01,2013,1692789.0,1681127.0,128.54,300.0,131,691.0,91.0
2013-08-25,2013,1708781.0,1681127.0,129.23,300.0,132,231.0,91.37
2013-08-18,2013,1871050.0,1681127.0,134.8,300.0,138,801.0,95.91
2013-08-11,2013,2053281.0,1891268.0,131.5,300.0,156,141.0,95.9
2013-08-04,2013,1880559.0,1681127.0,134.73,300.0,139,581.0,96.45
2013-07-28,2013,2088425.0,1891268.0,133.33,300.0,156,641.0,96.21
2013-07-21,2013,1907228.0,1681127.0,136.14,300.0,140,91.0,96.8
2013-07-14,2013,1986489.0,1891268.0,132.39,300.0,150,51.0,92.16
2013-07-07,2013,1893488.0,1681127.0,134.39,300.0,140,901.0,97.36
2013-06-30,2013,1985154.0,1681127.0,142.47,300.0,139,341.0,96.28
2013-06-23,2013,2041391.0,1891268.0,135.25,300.0,150,931.0,92.7
2013-06-16,2013,1849045.0,1681127.0,138.63,300.0,133,381.0,92.16
2013-06-09,2013,1770507.0,1681127.0,135.83,300.0,130,351.0,90.07
2013-06-02,2013,1776282.0,1681127.0,127.36,300.0,139,471.0,96.37
2013-05-26,2013,1858318.0,1681127.0,128.78,300.0,144,301.0,99.71
2013-05-19,2013,1748141.0,1681127.0,125.94,300.0,138,811.0,95.92
2013-05-12,2013,1697007.0,1681127.0,121.5,300.0,139,671.0,96.51
2013-05-05,2013,1651541.0,1681127.0,121.54,300.0,135,891.0,93.9
2013-04-28,2013,1735066.0,1681127.0,123.2,300.0,140,831.0,97.31
2013-04-21,2013,1810911.0,1681127.0,125.98,300.0,143,751.0,99.33
2013-04-14,2013,1749291.0,1681127.0,124.15,300.0,140,901.0,97.36
2013-04-07,2013,2257034.0,1681127.0,157.95,300.0,142,901.0,98.74
2013-03-31,2013,2633547.0,1891268.0,161.76,300.0,162,811.0,100.0
2013-03-24,2013,1940002.0,1681127.0,137.0,300.0,141,611.0,97.85
2013-03-17,2013,1950727.0,1681127.0,135.38,300.0,144,91.0,99.56
2013-03-10,2013,1663310.0,1681127.0,116.07,300.0,143,301.0,99.02
2013-03-03,2013,1544023.0,1681127.0,106.72,300.0,144,681.0,99.97
2013-02-24,2013,1657584.0,1681127.0,119.47,300.0,138,741.0,95.87
2013-02-17,2013,1875920.0,1681127.0,132.89,300.0,141,161.0,97.54
2013-02-10,2013,1355055.0,1681127.0,103.7,300.0,130,671.0,90.29
2013-02-03,2013,1419249.0,1681127.0,100.72,300.0,140,911.0,97.37
2013-01-27,2013,1493804.0,1681127.0,105.32,300.0,141,841.0,98.01
2013-01-20,2013,1700024.0,1681127.0,123.48,300.0,137,681.0,95.14
2013-01-13,2013,1519043.0,1681127.0,111.81,300.0,135,861.0,93.88
2013-01-06,2013,2106339.0,1681127.0,146.07,300.0,144,201.0,99.64
2012-12-30,2012,2947172.0,1891268.0,181.02,300.0,162,811.0,100.0
2012-12-23,2012,2100170.0,1681127.0,156.43,300.0,134,261.0,92.77
2012-12-16,2012,1866094.0,1681127.0,138.72,300.0,134,521.0,92.95
2012-12-09,2012,1825121.0,1681127.0,139.93,300.0,130,431.0,90.13
2012-12-02,2012,1696781.0,1681127.0,136.8,300.0,124,31.0,85.7
2012-11-25,2012,2290819.0,1681127.0,163.04,300.0,140,511.0,97.09
2012-11-18,2012,1598476.0,1681127.0,120.7,300.0,132,431.0,91.51
2012-11-11,2012,1506283.0,1681127.0,119.93,300.0,125,601.0,86.79
2012-11-04,2012,1166275.0,1470986.0,114.92,300.0,101,491.0,80.15
2012-10-28,2012,1657271.0,1681127.0,116.93,300.0,141,731.0,97.93
2012-10-21,2012,1717002.0,1681127.0,118.76,300.0,144,581.0,99.9
2012-10-14,2012,1691769.0,1681127.0,116.93,300.0,144,681.0,99.97
2012-10-07,2012,1806846.0,1681127.0,124.93,300.0,144,631.0,99.94
2012-09-30,2012,1536124.0,1681127.0,114.32,300.0,134,371.0,92.85
2012-09-23,2012,1495735.0,1681127.0,110.29,300.0,135,621.0,93.71
2012-09-16,2012,1435082.0,1681127.0,106.71,300.0,134,491.0,92.93
2012-09-09,2012,1313195.0,1681127.0,106.33,300.0,123,501.0,85.34
2012-09-02,2012,1700412.0,1681127.0,124.95,300.0,136,91.0,94.04
2012-08-26,2012,1690150.0,1681127.0,132.31,300.0,127,741.0,88.27
2012-08-19,2012,1818537.0,1681127.0,138.31,300.0,131,481.0,90.85
2012-08-12,2012,2147461.0,1891268.0,138.82,300.0,154,701.0,95.02
2012-08-05,2012,2013559.0,1681127.0,143.52,300.0,140,301.0,96.95
2012-07-29,2012,2055433.0,1681127.0,144.49,300.0,142,251.0,98.29
2012-07-22,2012,2145917.0,1891268.0,140.19,300.0,153,71.0,94.02
2012-07-15,2012,1980214.0,1681127.0,140.56,300.0,140,881.0,97.35
2012-07-08,2012,1920563.0,1681127.0,138.81,300.0,138,361.0,95.61
2012-07-01,2012,2033004.0,1681127.0,144.44,300.0,140,751.0,97.26
2012-06-24,2012,2038405.0,1681127.0,144.66,300.0,140,911.0,97.37
2012-06-17,2012,1980203.0,1681127.0,139.98,300.0,141,461.0,97.75
2012-06-10,2012,1990184.0,1681127.0,139.3,300.0,142,871.0,98.72
2012-06-03,2012,1802133.0,1681127.0,126.39,300.0,142,581.0,98.52
2012-05-27,2012,1896633.0,1681127.0,131.38,300.0,144,361.0,99.75
2012-05-20,2012,1831193.0,1681127.0,128.38,300.0,142,641.0,98.56
2012-05-13,2012,1579314.0,1681127.0,124.56,300.0,126,791.0,87.61
2012-05-06,2012,1643258.0,1681127.0,122.93,300.0,133,681.0,92.37
2012-04-29,2012,1742571.0,1681127.0,127.7,300.0,136,461.0,94.29
2012-04-22,2012,1800949.0,1681127.0,128.25,300.0,140,421.0,97.03
2012-04-15,2012,2153975.0,1681127.0,148.84,300.0,144,721.0,100.0
2012-04-08,2012,2183025.0,1681127.0,150.85,300.0,144,721.0,100.0
2012-04-01,2012,1841661.0,1681127.0,131.53,300.0,140,21.0,96.75
2012-03-25,2012,1808773.0,1681127.0,128.57,300.0,140,681.0,97.21
2012-03-18,2012,1942288.0,1681127.0,134.21,300.0,144,721.0,100.0
2012-03-11,2012,1662595.0,1681127.0,116.71,300.0,142,451.0,98.43
2012-03-04,2012,1501011.0,1681127.0,109.7,300.0,136,831.0,94.55
2012-02-26,2012,1872679.0,1681127.0,129.4,300.0,144,721.0,100.0
2012-02-19,2012,1903024.0,1681127.0,131.72,300.0,144,481.0,99.83
2012-02-12,2012,1508501.0,1681127.0,106.92,300.0,141,91.0,97.49
2012-02-05,2012,1349433.0,1681127.0,102.87,300.0,131,181.0,90.64
2012-01-29,2012,1503461.0,1681127.0,109.6,300.0,137,181.0,94.79
2012-01-22,2012,1534111.0,1681127.0,110.02,300.0,139,441.0,96.35
2012-01-15,2012,1792976.0,1681127.0,123.93,300.0,144,681.0,99.97
2012-01-08,2012,1850216.0,1681127.0,130.32,300.0,141,971.0,98.1
2012-01-01,2012,2712535.0,1891268.0,166.61,300.0,162,811.0,100.0
2011-12-25,2011,2107015.0,1681127.0,146.65,300.0,143,681.0,99.28
2011-12-18,2011,1762301.0,1681127.0,129.16,300.0,136,441.0,94.28
2011-12-11,2011,1777817.0,1681127.0,125.46,300.0,141,701.0,97.91
2011-12-04,2011,1656955.0,1681127.0,124.68,300.0,132,901.0,91.83
2011-11-27,2011,2205025.0,1681127.0,152.37,300.0,144,721.0,100.0
2011-11-20,2011,1535489.0,1681127.0,115.31,300.0,133,161.0,92.01
2011-11-13,2011,1646583.0,1681127.0,117.65,300.0,139,961.0,96.71
2011-11-06,2011,1535611.0,1681127.0,110.95,300.0,138,411.0,95.64
2011-10-30,2011,1629545.0,1681127.0,113.74,300.0,143,271.0,99.0
2011-10-23,2011,1698824.0,1681127.0,117.53,300.0,144,541.0,99.88
2011-10-16,2011,1675421.0,1681127.0,116.12,300.0,144,281.0,99.7
2011-10-09,2011,1656867.0,1681127.0,117.1,300.0,141,491.0,97.77
2011-10-02,2011,1593748.0,1681127.0,111.31,300.0,143,181.0,98.94
2011-09-25,2011,1561913.0,1681127.0,110.63,300.0,141,191.0,97.56
2011-09-18,2011,1479369.0,1681127.0,106.73,300.0,138,611.0,95.78
2011-09-11,2011,1253990.0,1566495.0,102.85,300.0,121,931.0,84.25
2011-09-04,2011,1602104.0,1566495.0,117.12,300.0,136,791.0,94.52
2011-08-28,2011,1031290.0,947085.0,121.54,300.0,84,851.0,93.81
2011-08-21,2011,1820989.0,1566495.0,128.61,300.0,141,591.0,97.84
2011-08-14,2011,1886230.0,1566495.0,130.61,300.0,144,421.0,99.79
2011-07-31,2011,1892399.0,1566495.0,130.76,300.0,144,721.0,100.0
2011-07-24,2011,1882731.0,1566495.0,130.1,300.0,144,721.0,100.0
2011-07-17,2011,1863700.0,1566495.0,128.9,300.0,144,591.0,99.91
2011-07-10,2011,1867819.0,1566495.0,129.06,300.0,144,721.0,100.0
2011-07-03,2011,1835710.0,1566495.0,127.48,300.0,144,1.0,99.5
2011-06-26,2011,1830739.0,1566495.0,126.5,300.0,144,721.0,100.0
2011-06-19,2011,1775427.0,1566495.0,122.68,300.0,144,721.0,100.0
2011-06-12,2011,1752076.0,1566495.0,121.07,300.0,144,721.0,100.0
2011-06-05,2011,1705602.0,1566495.0,117.86,300.0,144,721.0,100.0
2011-05-29,2011,1732752.0,1566495.0,119.73,300.0,144,721.0,100.0
2011-05-22,2011,1696763.0,1566495.0,117.25,300.0,144,721.0,100.0
2011-05-15,2011,1606974.0,1566495.0,113.12,300.0,142,61.0,98.16
2011-05-08,2011,1599916.0,1566495.0,112.06,300.0,142,771.0,98.65
2011-05-01,2011,1736420.0,1566495.0,119.99,300.0,144,721.0,100.0
2011-04-24,2011,1843855.0,1566495.0,127.41,300.0,144,721.0,100.0
2011-04-17,2011,1663270.0,1566495.0,115.43,300.0,144,101.0,99.57
2011-04-10,2011,1646991.0,1566495.0,113.95,300.0,144,541.0,99.88
2011-04-03,2011,1623653.0,1566495.0,112.19,300.0,144,721.0,100.0
2011-03-27,2011,1627422.0,1566495.0,112.45,300.0,144,721.0,100.0
2011-03-20,2011,1670779.0,1566495.0,115.45,300.0,144,721.0,100.0
2011-03-13,2011,1545232.0,1566495.0,106.77,300.0,144,721.0,100.0
2011-03-06,2011,1388574.0,1566495.0,97.77,300.0,142,21.0,98.13
2011-02-27,2011,1660095.0,1566495.0,114.71,300.0,144,721.0,100.0
2011-02-20,2011,1526036.0,1566495.0,108.23,300.0,141,1.0,97.43
2011-02-13,2011,1436121.0,1566495.0,102.4,300.0,140,241.0,96.9
2011-02-06,2011,1214880.0,1566495.0,94.3,300.0,128,831.0,89.02
2011-01-30,2011,1308560.0,1566495.0,98.15,300.0,133,321.0,92.12
2011-01-23,2011,1401082.0,1566495.0,100.28,300.0,139,721.0,96.55
2011-01-16,2011,1540868.0,1566495.0,108.3,300.0,142,281.0,98.31
2011-01-09,2011,1588456.0,1566495.0,109.76,300.0,144,721.0,100.0
2011-01-02,2011,2228235.0,1566495.0,153.97,300.0,144,721.0,100.0
2010-12-26,2010,2153110.0,1566495.0,148.78,300.0,144,721.0,100.0
2010-12-19,2010,1631743.0,1566495.0,115.12,300.0,141,741.0,97.94
2010-12-12,2010,1645313.0,1566495.0,115.78,300.0,142,111.0,98.2
2010-12-05,2010,1566919.0,1566495.0,114.62,300.0,136,711.0,94.47
2010-11-28,2010,2150665.0,1566495.0,148.61,300.0,144,721.0,100.0
2010-11-21,2010,1509711.0,1566495.0,108.36,300.0,139,331.0,96.28
2010-11-14,2010,1567087.0,1566495.0,110.47,300.0,141,851.0,98.02
2010-11-07,2010,1547866.0,1566495.0,108.72,300.0,142,371.0,98.38
2010-10-31,2010,1541013.0,1566495.0,106.48,300.0,144,721.0,100.0
2010-10-24,2010,1573370.0,1566495.0,108.85,300.0,144,551.0,99.88
2010-10-17,2010,1576947.0,1566495.0,108.97,300.0,144,721.0,100.0
2010-10-10,2010,1602698.0,1566495.0,111.81,300.0,143,341.0,99.05
2010-10-03,2010,1507992.0,1566495.0,104.61,300.0,144,151.0,99.61
2010-09-26,2010,1495013.0,1566495.0,103.48,300.0,144,471.0,99.83
2010-09-19,2010,1479055.0,1566495.0,103.21,300.0,143,311.0,99.03
2010-09-12,2010,1400569.0,1566495.0,101.92,300.0,137,421.0,94.96
2010-09-05,2010,1622078.0,1566495.0,112.08,300.0,144,721.0,100.0
2010-08-29,2010,1664108.0,1566495.0,114.99,300.0,144,721.0,100.0
2010-08-22,2010,1688034.0,1566495.0,116.64,300.0,144,721.0,100.0
2010-08-15,2010,1733834.0,1566495.0,119.81,300.0,144,721.0,100.0
2010-08-08,2010,1745925.0,1566495.0,120.64,300.0,144,721.0,100.0
2010-08-01,2010,1720540.0,1566495.0,118.89,300.0,144,721.0,100.0
2010-07-25,2010,1707154.0,1566495.0,117.96,300.0,144,721.0,100.0
2010-07-18,2010,1681570.0,1566495.0,116.19,300.0,144,721.0,100.0
2010-07-11,2010,1650562.0,1566495.0,114.05,300.0,144,721.0,100.0
2010-07-04,2010,1620851.0,1566495.0,112.0,300.0,144,721.0,100.0
2010-06-27,2010,1641718.0,1566495.0,113.44,300.0,144,721.0,100.0
2010-06-20,2010,1620876.0,1566495.0,112.0,300.0,144,721.0,100.0
2010-06-13,2010,1614485.0,1566495.0,111.56,300.0,144,721.0,100.0
2010-06-06,2010,1570925.0,1566495.0,108.55,300.0,144,721.0,100.0
2010-05-30,2010,1570390.0,1566495.0,108.51,300.0,144,721.0,100.0
2010-05-23,2010,1576010.0,1566495.0,108.9,300.0,144,721.0,100.0
2010-05-16,2010,1549754.0,1566495.0,107.09,300.0,144,721.0,100.0
2010-05-09,2010,1529199.0,1566495.0,106.94,300.0,143,1.0,98.81
2010-05-02,2010,1510925.0,1566495.0,105.09,300.0,143,781.0,99.35
2010-04-25,2010,1565019.0,1566495.0,108.14,300.0,144,721.0,100.0
2010-04-18,2010,1561198.0,1566495.0,108.03,300.0,144,521.0,99.86
2010-04-11,2010,1678013.0,1566495.0,115.95,300.0,144,721.0,100.0
2010-04-04,2010,1686510.0,1566495.0,116.54,300.0,144,721.0,100.0
2010-03-28,2010,1565719.0,1566495.0,108.19,300.0,144,721.0,100.0
2010-03-21,2010,1583765.0,1566495.0,109.44,300.0,144,721.0,100.0
2010-03-14,2010,1505286.0,1566495.0,104.01,300.0,144,721.0,100.0
2010-03-07,2010,1337882.0,1566495.0,94.12,300.0,142,151.0,98.22
2010-02-28,2010,1353808.0,1566495.0,95.58,300.0,141,641.0,97.87
2010-02-21,2010,1602783.0,1566495.0,110.75,300.0,144,721.0,100.0
2010-02-14,2010,1359810.0,1566495.0,99.84,300.0,136,201.0,94.11
2010-02-07,2010,1285902.0,1566495.0,95.21,300.0,135,61.0,93.33
2010-01-31,2010,1337056.0,1566495.0,96.45,300.0,138,631.0,95.79
2010-01-24,2010,1377097.0,1566495.0,99.27,300.0,138,721.0,95.85
2010-01-17,2010,1460131.0,1566495.0,104.94,300.0,139,141.0,96.14
